Food Code,Food Name (minerals indian.csv),Food Category,Energy,Carbs,Fat,Protein,Fat value,Alpha Lino-lenic,Arachidic,Arginine,Behenic,Calcium,Carotene(µg),Chlorine,Choline-(mg),Chromium,Copper,Cystine,Folicacid(mg),Folicfree(mg),Histidine,IDF(g),Iron,Isole-ucine,Leucine,Ligno-ceric,Linoleic,Lysine,Magn-esium,Mang-anese,Methi-onine,Molyb-denum,Niacin(mg),Number of Records,Oleic,Palmi-toleic,Palmitic,Phenyl-alanine,Phosp-horus,Potassium,Riboflavin(mg),SDF(g),Sodium,Stearic,Sulphur,TDF(g),Thiamine(mg),Thre-onine,Total Mono Unsa-turates,Total N,Total Poly Unsaturates,Total Satur-ates,Trypt-ophan,Tyrosine,Valine,Vitamin-C(mg),Zinc
,,,58,,,0.5,0.1,,,,,,9,,256,,,,0,0,,,,,,,,,,,,,0.2,1,,,,,,,0,,,,,,0,,,,,,,,,600,
,,,37,,,1.2,0.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,87,,,17,1.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,2.6,1,,,,,,,0.1,,,,,,0,,,,,,,,,0,
,,,71,,,5.6,0.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,104,,,18.1,3.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,2.1,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,64,,,1.1,0.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0.3,1,,,,,,,0.1,,,,,,0.1,,,,,,,,,7,
,,,153,,,3.9,0.1,,,,,,11,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0.1,,,,,,0.1,,,,,,,,,1,
,,,73,,,5.6,1.9,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,88,,,1.9,0.1,,,,,,175,,0,,,,0,0,,,,,,,,,,,,,0.4,1,,,,,,,0.1,,,,,,0,,,,,,,,,7,
,,,333,,,26.2,5.8,,,,,,96,,1161,,,,84,14.5,,,,,,,,,,,,,1.1,1,,,,,,,0.3,,,,,,0.3,,,,,,,,,0,
,,,56,,,0.5,0.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,32,,,2.8,0.4,,,,,,7440,,0,,,,0,0,,,,,,,,,,,,,0.5,1,,,,,,,0.2,,,,,,0,,,,,,,,,87,
,,,27,,,2.4,0.6,,,,,,100,,0,,,,0,0,,,,,,,,,,,,,0.7,1,,,,,,,0.2,,,,,,0.1,,,,,,,,,29,
,,,124,,,12.2,6.7,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,21,,,1.4,0.2,,,,,,13,,0,,,,0,0,,,,,,,,,,,,,0.3,1,,,,,,,0.1,,,,,,0,,,,,,,,,18,
,,,60,,,4.3,0.7,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,203,,,2.1,0.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,413,,,64.8,17,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,83,,,18.8,0.8,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,,1.3,0.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,18,,,1.2,0.2,,,,,,120,,0,,,,0,0,,,,,,,,,,,,,0.4,1,,,,,,,0.1,,,,,,0,,,,,,,,,0,
,,,286,,,5.2,8.9,,,,,,253,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0.1,,,,,,0.1,,,,,,,,,0,
,,,72,,,6,0.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0.2,,,,,,0,,,,,,,,,0,
,,,89,,,15.9,1.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0.5,1,,,,,,,0,,,,,,0,,,,,,,,,11,
,,,159,,,2.3,5.9,,,,,,72,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,124,,,1.8,0.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,17,,,0.5,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0.4,1,,,,,,,0,,,,,,0,,,,,,,,,18,
,,,410,,,79.2,10.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,5.8,1,,,,,,,0.4,,,,,,0,,,,,,,,,0,
,,,249,,,4.9,4.4,,,,,,3,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,98,,,19.5,0.8,,,,,,0,,480,,,,16.7,9.7,,,,,,,,,,,,,0.7,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,38,,,5.2,0.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,179,
,,,312,,,67,4.9,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,105,,,6.1,3.8,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,55,,,5.4,1.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,53,,,1.7,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0.1,,,,,,,,,22,
,,,81,,,14.5,1.6,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,87,,,0.7,0.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,17,,,2.2,0.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,43,,,3,0.3,,,,,,3564,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,33,
,,,334,,,0.2,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,59,,,8.9,1.1,,,,,,780,,0,,,,0,0,,,,,,,,,,,,,3.1,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,156,,,14.8,8.8,,,,,,0,,891,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,32,
,,,66,,,5.9,1.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,287,,,60,3.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,50,,,0.3,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0.2,1,,,,,,,0,,,,,,0,,,,,,,,,11,
,,,430,,,3.4,41,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0.6,1,,,,,,,0,,,,,,0.1,,,,,,,,,3,
,,,51,,,0.2,0.1,,,,,,23,,0,,,,0,0,,,,,,,,,,,,,0.4,1,,,,,,,0.1,,,,,,0,,,,,,,,,180,
,,,73,,,1.6,1.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,158,,,7.4,1,,,,,,34,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0.2,,,,,,0.3,,,,,,,,,27,
,,,277,,,13.7,5.9,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,16,,,0.5,0.1,,,,,,4,,0,,,,0,0,,,,,,,,,,,,,1.4,1,,,,,,,0,,,,,,0,,,,,,,,,21,
,,,206,,,22.3,1.6,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,18,,,0.5,0.3,,,,,,96,,0,,,,15.5,7.5,,,,,,,,,,,,,0.3,1,,,,,,,0.1,,,,,,0,,,,,,,,,0,
,,,364,,,16.5,5.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,86,,,16.5,1.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,20,,,2,0.3,,,,,,153,,0,,,,0,0,,,,,,,,,,,,,0.5,1,,,,,,,0.1,,,,,,0.1,,,,,,,,,29,
,,,66,,,4.8,0.6,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,44,,,3.1,0.4,,,,,,453,,0,,,,0,0,,,,,,,,,,,,,0.6,1,,,,,,,0,,,,,,0.1,,,,,,,,,12,
,,,44,,,3.1,0.8,,,,,,5760,,0,,,,0,0,,,,,,,,,,,,,0.7,1,,,,,,,0,,,,,,0.1,,,,,,,,,5,
,,,97,,,7,1.4,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,45,,,4.3,0.6,,,,,,2490,,0,,,,0,0,,,,,,,,,,,,,0.2,1,,,,,,,0,,,,,,0,,,,,,,,,79,
,,,47,,,1.5,0.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,29,,,2.9,0.6,,,,,,175,,0,,,,29,6,,,,,,,,,,,,,0.9,1,,,,,,,0.4,,,,,,0.2,,,,,,,,,111,
,,,729,,,0,81,,,,,,960,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,346,,,7.5,1,,,,,,2,,77,,,,0,0,,,,,,,,,,,,,3.9,1,,,,,,,0.2,,,,,,0.2,,,,,,,,,0,
,,,56,,,3.9,1.5,,,,,,10278,,0,,,,0,0,,,,,,,,,,,,,1.1,1,,,,,,,0.3,,,,,,0.2,,,,,,,,,12,
,,,155,,,19.1,7.8,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,2.6,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,124,,,22.8,0.6,,,,,,0,,64,,,,0,0,,,,,,,,,,,,,0.8,1,,,,,,,0,,,,,,0,,,,,,,,,9,
,,,60,,,2.1,1,,,,,,126,,0,,,,0,0,,,,,,,,,,,,,0.4,1,,,,,,,0.1,,,,,,0.1,,,,,,,,,96,
,,,437,,,6.5,24.4,,,,,,3027,,0,,,,0,0,,,,,,,,,,,,,1.4,1,,,,,,,0.4,,,,,,0.3,,,,,,,,,0,
,,,356,,,18.7,15,,,,,,522,,1065,,,,0,0,,,,,,,,,,,,,2.6,1,,,,,,,0.4,,,,,,0.6,,,,,,,,,3,
,,,103,,,14.6,4.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,33,,,1.9,0.7,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,89,,,19.1,1,,,,,,0,,542,,,,0,0,,,,,,,,,,,,,4.8,1,,,,,,,0.1,,,,,,0,,,,,,,,,0,
,,,120,,,19.5,4.7,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,31,,,0.7,0.6,,,,,,48,,0,,,,0,0,,,,,,,,,,,,,2.1,1,,,,,,,0,,,,,,0.1,,,,,,,,,2,
,,,40,,,3.9,0.7,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0.4,,,,,,0,,,,,,,,,0,
,,,109,,,19,1,,,,,,0,,1018,,,,0,0,,,,,,,,,,,,,0.8,1,,,,,,,0,,,,,,0,,,,,,,,,6,
,,,39,,,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,319,,,14.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,598,,,49.3,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,100,,,6.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,351,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,59,,,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,320,,,39.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,87,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,51,,,3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,117,,,22.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,353,,,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,383,,,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,344,,,35.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,104,,,23.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,288,,,18.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,82,,,19.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,398,,,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,45,,,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,87,,,20.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,24,,,1.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,131,,,13.4,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,46,,,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,319,,,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,54,,,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,349,,,2.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,340,,,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,38,,,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,83,,,4.7,1.7,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,52,,,1,0.4,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,32,,,0.7,0.6,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,107,,,20,3,,,,,,0,,0,,,,176,61.2,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,20,,,0.9,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,31,,,1.9,0.7,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,130,,,21.6,4.8,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,134,,,2.3,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,92,,,19.9,1.4,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,36,,,3,0.4,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,158,,,3.2,1.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,26,,,1.1,0.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,37,
,,,116,,,15.4,2.7,,,,,,0,,108,,,,0,0,,,,,,,,,,,,,1,1,,,,,,,0,,,,,,0,,,,,,,,,8,
,,,34,,,4,0.6,,,,,,2622,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,33,
,,,24,,,1.9,0.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,29,,,0.6,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0.2,1,,,,,,,0,,,,,,0,,,,,,,,,4,
,,,97,,,20.9,0.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,74,,,12.6,1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,900,,,0,100,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,65,,,1.4,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,392,,,17.2,8.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,292,,,20.7,3.9,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,123,,,1.9,0.4,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,36,,,0.7,0.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,54,
,,,26,,,3,0.7,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,158,,,11.6,3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,22,,,2.1,0.4,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,86,,,15,1,,,,,,0,,639,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,900,,,0,100,,,,,,450,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,56,,,1,0.6,,,,,,2248,,0,,,,0,0,,,,,,,,,,,,,0.8,1,,,,,,,0,,,,,,0,,,,,,,,,30,
,,,15,,,0.8,1.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,57,,,4.5,0.6,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,332,,,21.5,0.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,55,,,6.1,1,,,,,,3000,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,41,
,,,164,,,19.3,9.6,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,82,,,18.4,0.9,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,68,,,7.2,0.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,41,
,,,292,,,13.4,23,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,182,,,3.7,3.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,26,,,1,0.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,114,,,1.7,1.8,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,421,,,14.6,31.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,38,,,0.1,0.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0.3,1,,,,,,,0,,,,,,0,,,,,,,,,15,
,,,64,,,1.5,0.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,6,
,,,255,,,10.8,0.8,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,110,,,2.5,1.7,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,86,,,19.4,0.9,,,,,,0,,0,,,,7.8,4.6,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,93,,,21.6,0.4,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,2.5,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,27,,,0.7,0.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0.1,1,,,,,,,0,,,,,,0,,,,,,,,,12,
,,,160,,,1.8,1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,71,,,6.1,0.7,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,124,,,25.9,2.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,62,,,3.6,1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,48,,,5.1,0.4,,,,,,1380,,0,,,,0,0,,,,,,,,,,,,,0.9,1,,,,,,,0,,,,,,0,,,,,,,,,65,
,,,29,,,3.1,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,43,,,3.1,0.8,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,37,,,2.8,0.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,28,,,0.3,0.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,140,,,17.5,5.9,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0.8,1,,,,,,,0,,,,,,0,,,,,,,,,6,
,,,90,,,7.5,0.7,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,106,,,20.7,2.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,42,,,1.1,2.9,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,126,,,22.5,4,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,1.2,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,195,,,4.8,0.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,193,,,4.1,0.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,61,,,4.7,0.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,334,,,62.3,9,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,53,,,1.1,0.7,,,,,,20,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,1,
,,,144,,,1.2,0.4,,,,,,162,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,292,,,62.4,3.9,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,346,,,17.2,2.4,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,40,,,4.4,0.9,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,345,,,8.3,1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,53,,,1.2,0.6,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,211,,,2.1,0.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,111,,,20.3,2.6,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,408,,,21.7,19.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,900,,,0,100,,,,,,270,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
